Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2 ,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2 ,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
41.050,37.650,0.212,0.110,0.045,0.033,0.483,0.244,0.100,0.073,0.179,0.106,0.046,0.033
41.050,37.750,0.226,0.119,0.049,0.036,0.517,0.265,0.109,0.079,0.190,0.113,0.050,0.036
41.050,37.850,0.243,0.130,0.055,0.039,0.561,0.293,0.119,0.086,0.203,0.119,0.054,0.039
41.050,37.950,0.266,0.146,0.060,0.043,0.618,0.327,0.134,0.097,0.216,0.128,0.057,0.041
41.050,38.050,0.299,0.165,0.068,0.049,0.701,0.375,0.153,0.110,0.234,0.138,0.060,0.043
41.050,38.150,0.348,0.194,0.079,0.057,0.831,0.444,0.179,0.129,0.260,0.151,0.066,0.047
41.050,38.250,0.422,0.233,0.095,0.068,1.024,0.546,0.217,0.156,0.295,0.168,0.073,0.052
41.050,38.350,0.527,0.294,0.116,0.083,1.302,0.689,0.267,0.192,0.340,0.191,0.080,0.057
41.050,38.450,0.693,0.366,0.135,0.096,1.729,0.869,0.311,0.221,0.428,0.225,0.088,0.061
41.050,38.550,0.828,0.406,0.142,0.100,2.059,0.964,0.325,0.229,0.491,0.250,0.094,0.064
41.050,38.650,0.727,0.381,0.146,0.103,1.821,0.914,0.335,0.235,0.456,0.249,0.100,0.068
41.050,38.750,0.674,0.374,0.153,0.108,1.692,0.905,0.357,0.250,0.470,0.261,0.107,0.072
41.050,38.850,0.790,0.432,0.174,0.119,1.982,1.058,0.415,0.285,0.572,0.300,0.116,0.077
41.050,38.950,1.067,0.584,0.220,0.144,2.645,1.419,0.526,0.335,0.750,0.373,0.134,0.084
41.050,39.050,1.149,0.647,0.261,0.171,2.880,1.593,0.621,0.408,0.826,0.422,0.153,0.094
41.050,39.150,1.191,0.700,0.294,0.189,3.025,1.733,0.697,0.445,0.863,0.461,0.168,0.101
41.050,39.250,1.313,0.777,0.337,0.200,3.325,1.919,0.813,0.467,0.939,0.507,0.194,0.104
41.050,39.350,1.354,0.811,0.356,0.199,3.439,2.005,0.845,0.465,0.966,0.529,0.203,0.103
41.050,39.450,1.138,0.678,0.287,0.181,2.901,1.682,0.671,0.427,0.806,0.440,0.162,0.097
41.050,39.550,1.009,0.566,0.228,0.154,2.500,1.370,0.549,0.363,0.690,0.359,0.137,0.087
41.050,39.650,0.778,0.431,0.177,0.124,1.942,1.051,0.421,0.294,0.550,0.297,0.117,0.078
41.050,39.750,0.876,0.445,0.155,0.107,2.152,1.060,0.361,0.246,0.573,0.293,0.108,0.072
41.050,39.850,0.734,0.385,0.135,0.093,1.797,0.908,0.313,0.215,0.484,0.257,0.099,0.066
41.050,39.950,0.507,0.287,0.115,0.082,1.248,0.678,0.267,0.188,0.364,0.211,0.088,0.061
41.050,40.050,0.430,0.241,0.104,0.075,1.046,0.573,0.236,0.169,0.317,0.185,0.081,0.057
41.050,40.150,0.421,0.232,0.098,0.071,1.018,0.550,0.224,0.160,0.295,0.172,0.077,0.055
41.050,40.250,0.469,0.251,0.099,0.069,1.135,0.590,0.225,0.157,0.288,0.165,0.074,0.053
41.050,40.350,0.480,0.261,0.099,0.067,1.171,0.615,0.227,0.154,0.278,0.159,0.070,0.050
41.050,40.450,0.596,0.301,0.101,0.065,1.420,0.703,0.231,0.150,0.294,0.161,0.068,0.048
41.050,40.550,0.591,0.304,0.100,0.063,1.418,0.713,0.231,0.146,0.288,0.157,0.065,0.046
41.050,40.650,0.605,0.313,0.100,0.061,1.456,0.736,0.232,0.142,0.288,0.154,0.063,0.044
41.050,40.750,0.585,0.304,0.096,0.058,1.409,0.713,0.224,0.135,0.278,0.149,0.061,0.043
41.050,40.850,0.557,0.288,0.090,0.055,1.336,0.674,0.212,0.127,0.265,0.143,0.058,0.041
41.050,40.950,0.532,0.275,0.086,0.053,1.280,0.645,0.204,0.120,0.256,0.137,0.056,0.039
41.050,41.050,0.506,0.261,0.081,0.050,1.221,0.614,0.191,0.114,0.247,0.132,0.053,0.038
41.050,41.150,0.482,0.247,0.077,0.046,1.165,0.584,0.178,0.107,0.240,0.126,0.049,0.034
41.050,41.250,0.462,0.234,0.071,0.043,1.116,0.553,0.165,0.100,0.237,0.121,0.045,0.031
41.050,41.350,0.431,0.214,0.063,0.040,1.037,0.500,0.148,0.091,0.239,0.117,0.042,0.029
41.050,41.450,0.401,0.193,0.056,0.036,0.978,0.453,0.128,0.082,0.256,0.117,0.040,0.028
41.050,41.550,0.532,0.218,0.052,0.033,1.306,0.511,0.118,0.076,0.326,0.130,0.039,0.027
41.050,41.650,0.736,0.271,0.050,0.032,1.796,0.625,0.112,0.072,0.438,0.152,0.038,0.026
41.050,41.750,0.792,0.280,0.049,0.031,1.906,0.640,0.110,0.070,0.482,0.156,0.037,0.025
41.050,41.850,0.567,0.221,0.048,0.031,1.376,0.512,0.108,0.069,0.355,0.131,0.036,0.025
41.050,41.950,0.384,0.174,0.047,0.031,0.925,0.403,0.107,0.069,0.249,0.111,0.035,0.024
41.050,42.050,0.317,0.153,0.047,0.031,0.757,0.349,0.106,0.070,0.210,0.101,0.034,0.024
41.050,42.150,0.295,0.143,0.047,0.031,0.694,0.325,0.106,0.071,0.193,0.095,0.034,0.023
41.050,42.250,0.283,0.137,0.047,0.031,0.662,0.312,0.106,0.071,0.184,0.092,0.033,0.023
41.150,36.250,0.305,0.146,0.042,0.026,0.705,0.322,0.095,0.059,0.141,0.063,0.021,0.014
41.150,36.350,0.307,0.148,0.044,0.027,0.711,0.327,0.098,0.062,0.143,0.065,0.022,0.015
41.150,36.450,0.304,0.146,0.044,0.028,0.702,0.324,0.099,0.063,0.144,0.067,0.023,0.016
41.150,36.550,0.296,0.142,0.043,0.027,0.682,0.315,0.097,0.062,0.142,0.067,0.024,0.016
41.150,36.650,0.285,0.136,0.042,0.027,0.653,0.301,0.093,0.060,0.140,0.067,0.025,0.017
41.150,36.750,0.270,0.128,0.040,0.026,0.618,0.285,0.089,0.058,0.137,0.068,0.026,0.018
41.150,36.850,0.252,0.119,0.038,0.025,0.578,0.264,0.084,0.056,0.134,0.068,0.027,0.019
41.150,36.950,0.231,0.110,0.036,0.024,0.525,0.242,0.080,0.055,0.131,0.069,0.028,0.020
41.150,37.050,0.207,0.101,0.035,0.024,0.467,0.222,0.078,0.054,0.132,0.072,0.029,0.021
41.150,37.150,0.191,0.095,0.035,0.024,0.430,0.209,0.077,0.054,0.136,0.075,0.031,0.022
41.150,37.250,0.186,0.094,0.036,0.026,0.420,0.207,0.079,0.056,0.144,0.081,0.035,0.025
41.150,37.350,0.189,0.096,0.038,0.027,0.426,0.211,0.082,0.059,0.153,0.087,0.038,0.027
41.150,37.450,0.196,0.100,0.040,0.029,0.442,0.220,0.087,0.063,0.161,0.094,0.041,0.030
41.150,37.550,0.205,0.106,0.043,0.031,0.464,0.233,0.094,0.068,0.171,0.100,0.044,0.032
41.150,37.650,0.217,0.113,0.046,0.033,0.494,0.251,0.103,0.075,0.180,0.106,0.047,0.034
41.150,37.750,0.232,0.122,0.051,0.037,0.531,0.274,0.111,0.080,0.191,0.113,0.050,0.036
41.150,37.850,0.251,0.134,0.055,0.040,0.579,0.302,0.122,0.088,0.204,0.120,0.054,0.039
41.150,37.950,0.277,0.151,0.061,0.044,0.644,0.339,0.138,0.100,0.219,0.128,0.057,0.041
41.150,38.050,0.315,0.173,0.070,0.050,0.744,0.396,0.157,0.113,0.239,0.140,0.061,0.044
41.150,38.150,0.384,0.210,0.083,0.059,0.920,0.483,0.187,0.134,0.271,0.155,0.067,0.047
41.150,38.250,0.494,0.265,0.102,0.072,1.210,0.619,0.229,0.162,0.321,0.177,0.074,0.053
41.150,38.350,0.610,0.328,0.121,0.085,1.527,0.781,0.281,0.198,0.378,0.204,0.081,0.057
41.150,38.450,0.788,0.403,0.138,0.095,1.960,0.952,0.315,0.220,0.479,0.239,0.088,0.061
41.150,38.550,0.814,0.411,0.141,0.098,2.041,0.980,0.323,0.225,0.481,0.249,0.094,0.064
41.150,38.650,0.689,0.376,0.145,0.101,1.745,0.905,0.332,0.231,0.439,0.244,0.099,0.067
41.150,38.750,0.669,0.369,0.150,0.106,1.672,0.891,0.349,0.243,0.459,0.256,0.105,0.071
41.150,38.850,0.729,0.411,0.168,0.115,1.837,1.004,0.404,0.273,0.523,0.286,0.113,0.075
41.150,38.950,1.052,0.579,0.213,0.134,2.605,1.400,0.505,0.314,0.720,0.363,0.130,0.081
41.150,39.050,1.152,0.650,0.258,0.165,2.890,1.598,0.615,0.395,0.819,0.418,0.151,0.091
41.150,39.150,1.197,0.704,0.295,0.188,3.039,1.744,0.702,0.441,0.867,0.461,0.167,0.099
41.150,39.250,1.262,0.748,0.339,0.199,3.208,1.860,0.818,0.465,0.894,0.487,0.193,0.102
41.150,39.350,1.282,0.767,0.342,0.196,3.264,1.911,0.821,0.459,0.904,0.500,0.194,0.101
41.150,39.450,1.117,0.652,0.273,0.173,2.819,1.616,0.643,0.412,0.790,0.424,0.157,0.094
41.150,39.550,1.007,0.556,0.220,0.149,2.481,1.340,0.524,0.347,0.689,0.354,0.133,0.085
41.150,39.650,0.788,0.435,0.177,0.123,1.968,1.061,0.421,0.293,0.556,0.298,0.116,0.077
41.150,39.750,0.919,0.481,0.163,0.111,2.265,1.146,0.382,0.256,0.588,0.305,0.110,0.073
41.150,39.850,0.767,0.417,0.145,0.097,1.895,0.993,0.333,0.224,0.494,0.269,0.102,0.067
41.150,39.950,0.548,0.313,0.123,0.085,1.354,0.751,0.288,0.198,0.385,0.221,0.091,0.062
41.150,40.050,0.465,0.265,0.109,0.078,1.142,0.627,0.249,0.176,0.334,0.195,0.083,0.058
41.150,40.150,0.435,0.241,0.101,0.073,1.055,0.571,0.229,0.163,0.306,0.177,0.078,0.055
41.150,40.250,0.422,0.230,0.095,0.068,1.018,0.544,0.219,0.156,0.286,0.165,0.074,0.053
41.150,40.350,0.424,0.230,0.093,0.066,1.027,0.544,0.215,0.152,0.272,0.157,0.070,0.051
41.150,40.450,0.468,0.249,0.094,0.064,1.135,0.586,0.218,0.150,0.270,0.153,0.067,0.048
41.150,40.550,0.481,0.259,0.095,0.064,1.172,0.611,0.221,0.149,0.265,0.149,0.064,0.046
41.150,40.650,0.601,0.303,0.100,0.064,1.431,0.705,0.229,0.149,0.287,0.153,0.063,0.045
41.150,40.750,0.580,0.295,0.096,0.061,1.382,0.688,0.223,0.143,0.276,0.148,0.061,0.043
41.150,40.850,0.558,0.285,0.092,0.058,1.331,0.664,0.216,0.136,0.267,0.143,0.058,0.041
41.150,40.950,0.564,0.288,0.090,0.056,1.347,0.671,0.212,0.130,0.266,0.140,0.056,0.040
41.150,41.050,0.537,0.275,0.086,0.054,1.288,0.643,0.203,0.122,0.256,0.134,0.054,0.038
41.150,41.150,0.509,0.260,0.081,0.050,1.224,0.612,0.189,0.115,0.247,0.128,0.050,0.035
41.150,41.250,0.486,0.247,0.076,0.047,1.171,0.581,0.176,0.108,0.243,0.123,0.046,0.032
41.150,41.350,0.455,0.226,0.068,0.043,1.096,0.529,0.157,0.098,0.241,0.119,0.043,0.030
41.150,41.450,0.363,0.186,0.059,0.038,0.886,0.435,0.135,0.087,0.233,0.113,0.041,0.028
41.150,41.550,0.417,0.190,0.054,0.035,1.019,0.443,0.121,0.079,0.269,0.119,0.039,0.028
41.150,41.650,0.577,0.228,0.051,0.033,1.415,0.533,0.116,0.075,0.347,0.135,0.039,0.027
41.150,41.750,0.750,0.272,0.050,0.032,1.819,0.623,0.113,0.073,0.443,0.153,0.038,0.026
41.150,41.850,0.697,0.248,0.050,0.032,1.684,0.573,0.112,0.072,0.434,0.144,0.038,0.026
41.150,41.950,0.436,0.189,0.049,0.032,1.062,0.436,0.111,0.072,0.280,0.118,0.037,0.025
41.150,42.050,0.333,0.159,0.049,0.032,0.799,0.367,0.110,0.073,0.221,0.105,0.036,0.025
41.150,42.150,0.303,0.148,0.049,0.032,0.716,0.338,0.110,0.074,0.201,0.099,0.035,0.024
41.150,42.250,0.287,0.141,0.048,0.032,0.674,0.321,0.109,0.074,0.190,0.095,0.035,0.024
41.150,42.350,0.273,0.135,0.048,0.032,0.640,0.307,0.108,0.074,0.182,0.092,0.034,0.024
41.250,36.250,0.298,0.141,0.041,0.025,0.687,0.313,0.092,0.058,0.139,0.063,0.021,0.014
41.250,36.350,0.302,0.145,0.043,0.027,0.696,0.320,0.096,0.061,0.142,0.065,0.022,0.015
41.250,36.450,0.299,0.144,0.043,0.028,0.691,0.319,0.098,0.063,0.144,0.067,0.024,0.016
41.250,36.550,0.293,0.141,0.043,0.028,0.674,0.312,0.097,0.063,0.143,0.068,0.025,0.017
41.250,36.650,0.283,0.135,0.042,0.027,0.649,0.301,0.094,0.062,0.141,0.069,0.026,0.018
41.250,36.750,0.270,0.129,0.041,0.027,0.619,0.287,0.091,0.060,0.139,0.069,0.027,0.019
41.250,36.850,0.255,0.122,0.039,0.026,0.585,0.270,0.087,0.058,0.137,0.070,0.028,0.020
41.250,36.950,0.239,0.114,0.038,0.025,0.548,0.253,0.084,0.057,0.135,0.071,0.029,0.020
41.250,37.050,0.220,0.106,0.037,0.025,0.498,0.234,0.082,0.056,0.135,0.073,0.030,0.021
41.250,37.150,0.197,0.099,0.037,0.025,0.445,0.219,0.080,0.056,0.138,0.076,0.032,0.023
41.250,37.250,0.191,0.097,0.038,0.027,0.432,0.215,0.082,0.058,0.146,0.082,0.035,0.026
41.250,37.350,0.193,0.099,0.039,0.028,0.436,0.219,0.085,0.061,0.153,0.087,0.038,0.028
41.250,37.450,0.200,0.103,0.041,0.030,0.452,0.227,0.090,0.065,0.162,0.094,0.041,0.030
41.250,37.550,0.210,0.109,0.044,0.032,0.475,0.241,0.097,0.070,0.172,0.101,0.044,0.032
41.250,37.650,0.222,0.116,0.047,0.034,0.507,0.259,0.105,0.076,0.181,0.107,0.047,0.034
41.250,37.750,0.238,0.126,0.052,0.038,0.548,0.284,0.114,0.082,0.193,0.113,0.050,0.037
41.250,37.850,0.260,0.140,0.057,0.041,0.602,0.314,0.125,0.091,0.206,0.121,0.054,0.039
41.250,37.950,0.292,0.158,0.063,0.045,0.682,0.358,0.143,0.104,0.223,0.130,0.057,0.041
41.250,38.050,0.339,0.185,0.074,0.053,0.809,0.424,0.164,0.117,0.247,0.143,0.062,0.044
41.250,38.150,0.424,0.228,0.086,0.061,1.029,0.530,0.198,0.141,0.287,0.160,0.068,0.048
41.250,38.250,0.581,0.299,0.106,0.074,1.434,0.701,0.239,0.167,0.363,0.189,0.075,0.053
41.250,38.350,0.778,0.387,0.126,0.086,1.924,0.911,0.289,0.200,0.463,0.226,0.082,0.057
41.250,38.450,0.867,0.424,0.136,0.093,2.167,1.008,0.312,0.216,0.514,0.248,0.088,0.060
41.250,38.550,0.785,0.403,0.139,0.095,1.966,0.962,0.320,0.221,0.465,0.244,0.093,0.063
41.250,38.650,0.695,0.379,0.143,0.099,1.749,0.909,0.328,0.227,0.440,0.244,0.098,0.066
41.250,38.750,0.657,0.363,0.148,0.104,1.641,0.876,0.342,0.238,0.444,0.250,0.104,0.069
41.250,38.850,0.688,0.394,0.163,0.112,1.738,0.957,0.391,0.263,0.489,0.274,0.111,0.074
41.250,38.950,1.042,0.572,0.207,0.128,2.578,1.380,0.488,0.302,0.696,0.355,0.127,0.079
41.250,39.050,1.175,0.673,0.262,0.161,2.964,1.654,0.621,0.381,0.820,0.425,0.151,0.089
41.250,39.150,1.296,0.765,0.308,0.186,3.284,1.883,0.743,0.437,0.909,0.487,0.172,0.097
41.250,39.250,1.283,0.759,0.342,0.197,3.249,1.869,0.821,0.461,0.902,0.485,0.193,0.101
41.250,39.350,1.270,0.753,0.316,0.192,3.214,1.856,0.772,0.450,0.895,0.483,0.178,0.099
41.250,39.450,1.128,0.645,0.264,0.169,2.823,1.589,0.625,0.404,0.792,0.415,0.152,0.092
41.250,39.550,0.866,0.483,0.206,0.141,2.192,1.190,0.482,0.327,0.637,0.331,0.127,0.082
41.250,39.650,0.754,0.419,0.173,0.121,1.892,1.022,0.412,0.288,0.548,0.292,0.114,0.077
41.250,39.750,0.851,0.467,0.166,0.112,2.137,1.127,0.392,0.261,0.558,0.298,0.110,0.073
41.250,39.850,0.918,0.493,0.156,0.103,2.284,1.175,0.362,0.234,0.582,0.303,0.106,0.068
41.250,39.950,0.661,0.377,0.136,0.090,1.657,0.898,0.312,0.209,0.441,0.245,0.095,0.063
41.250,40.050,0.563,0.314,0.118,0.081,1.387,0.750,0.273,0.186,0.379,0.214,0.086,0.059
41.250,40.150,0.488,0.271,0.106,0.075,1.192,0.637,0.241,0.169,0.332,0.189,0.080,0.056
41.250,40.250,0.437,0.238,0.097,0.069,1.057,0.563,0.221,0.158,0.297,0.170,0.075,0.054
41.250,40.350,0.416,0.223,0.091,0.065,0.996,0.522,0.210,0.151,0.275,0.157,0.070,0.051
41.250,40.450,0.413,0.220,0.088,0.063,0.990,0.515,0.206,0.147,0.262,0.150,0.066,0.048
41.250,40.550,0.422,0.225,0.088,0.062,1.020,0.530,0.206,0.146,0.255,0.145,0.063,0.046
41.250,40.650,0.468,0.246,0.090,0.062,1.134,0.578,0.211,0.146,0.258,0.143,0.062,0.045
41.250,40.750,0.462,0.245,0.089,0.061,1.124,0.578,0.209,0.143,0.251,0.139,0.059,0.043
41.250,40.850,0.461,0.246,0.088,0.059,1.123,0.580,0.207,0.139,0.246,0.135,0.058,0.042
41.250,40.950,0.564,0.281,0.090,0.059,1.333,0.649,0.210,0.136,0.266,0.138,0.056,0.040
41.250,41.050,0.534,0.270,0.087,0.056,1.274,0.630,0.205,0.129,0.255,0.133,0.054,0.038
41.250,41.150,0.531,0.269,0.084,0.054,1.269,0.626,0.197,0.123,0.254,0.130,0.051,0.036
41.250,41.250,0.510,0.257,0.080,0.051,1.221,0.601,0.185,0.116,0.249,0.125,0.047,0.033
41.250,41.350,0.478,0.235,0.073,0.046,1.143,0.549,0.165,0.106,0.243,0.120,0.044,0.031
41.250,41.450,0.349,0.182,0.060,0.040,0.849,0.426,0.140,0.091,0.222,0.111,0.041,0.029
41.250,41.550,0.357,0.174,0.055,0.036,0.865,0.406,0.124,0.082,0.238,0.113,0.040,0.028
41.250,41.650,0.445,0.197,0.053,0.034,1.096,0.456,0.119,0.078,0.283,0.123,0.039,0.028
41.250,41.750,0.635,0.239,0.052,0.033,1.559,0.557,0.117,0.076,0.377,0.141,0.039,0.027
41.250,41.850,0.724,0.252,0.052,0.033,1.742,0.581,0.116,0.075,0.433,0.147,0.039,0.027
41.250,41.950,0.489,0.202,0.052,0.033,1.188,0.464,0.116,0.076,0.309,0.125,0.038,0.026
41.250,42.050,0.353,0.168,0.052,0.033,0.848,0.389,0.116,0.076,0.233,0.110,0.038,0.026
41.250,42.150,0.316,0.155,0.052,0.034,0.751,0.355,0.115,0.077,0.210,0.103,0.037,0.025
41.250,42.250,0.292,0.145,0.051,0.034,0.689,0.331,0.113,0.077,0.197,0.099,0.036,0.025
41.250,42.350,0.276,0.138,0.049,0.033,0.648,0.315,0.111,0.076,0.187,0.095,0.035,0.024
41.350,36.250,0.290,0.136,0.040,0.025,0.665,0.302,0.089,0.056,0.136,0.063,0.021,0.014
41.350,36.350,0.295,0.141,0.042,0.027,0.679,0.312,0.094,0.060,0.141,0.066,0.023,0.016
41.350,36.450,0.294,0.142,0.043,0.028,0.678,0.313,0.097,0.062,0.143,0.068,0.024,0.017
41.350,36.550,0.289,0.139,0.043,0.028,0.665,0.309,0.097,0.063,0.144,0.069,0.025,0.018
41.350,36.650,0.281,0.135,0.043,0.028,0.644,0.300,0.096,0.063,0.143,0.070,0.027,0.019
41.350,36.750,0.270,0.130,0.042,0.027,0.619,0.289,0.093,0.062,0.141,0.071,0.028,0.020
41.350,36.850,0.258,0.124,0.041,0.027,0.592,0.276,0.091,0.061,0.140,0.072,0.028,0.020
41.350,36.950,0.246,0.118,0.040,0.027,0.564,0.262,0.088,0.060,0.139,0.073,0.029,0.021
41.350,37.050,0.228,0.112,0.039,0.026,0.521,0.246,0.086,0.059,0.139,0.075,0.030,0.022
41.350,37.150,0.206,0.105,0.039,0.027,0.468,0.231,0.085,0.059,0.141,0.078,0.032,0.023
41.350,37.250,0.199,0.103,0.039,0.027,0.450,0.226,0.086,0.060,0.147,0.082,0.035,0.026
41.350,37.350,0.200,0.104,0.040,0.029,0.452,0.229,0.089,0.063,0.155,0.088,0.039,0.028
41.350,37.450,0.206,0.107,0.042,0.030,0.466,0.237,0.094,0.067,0.164,0.095,0.041,0.030
41.350,37.550,0.215,0.113,0.045,0.032,0.489,0.250,0.101,0.073,0.173,0.102,0.044,0.032
41.350,37.650,0.229,0.121,0.049,0.035,0.523,0.270,0.108,0.078,0.183,0.108,0.047,0.034
41.350,37.750,0.247,0.131,0.054,0.039,0.568,0.295,0.117,0.085,0.195,0.114,0.051,0.037
41.350,37.850,0.273,0.147,0.059,0.042,0.632,0.329,0.131,0.094,0.210,0.122,0.054,0.039
41.350,37.950,0.312,0.168,0.066,0.047,0.734,0.383,0.150,0.107,0.229,0.132,0.058,0.042
41.350,38.050,0.380,0.204,0.077,0.055,0.910,0.466,0.174,0.123,0.261,0.148,0.062,0.045
41.350,38.150,0.496,0.259,0.092,0.064,1.215,0.603,0.209,0.147,0.316,0.169,0.069,0.049
41.350,38.250,0.705,0.338,0.108,0.075,1.739,0.798,0.246,0.169,0.435,0.205,0.076,0.053
41.350,38.350,0.861,0.416,0.126,0.085,2.152,0.983,0.289,0.197,0.512,0.238,0.082,0.057
41.350,38.450,0.846,0.418,0.133,0.090,2.128,0.996,0.307,0.211,0.489,0.243,0.087,0.060
41.350,38.550,0.757,0.398,0.138,0.093,1.899,0.949,0.317,0.217,0.453,0.241,0.092,0.062
41.350,38.650,0.767,0.394,0.140,0.097,1.878,0.934,0.324,0.223,0.478,0.250,0.097,0.065
41.350,38.750,0.609,0.343,0.144,0.102,1.529,0.831,0.332,0.233,0.420,0.240,0.102,0.068
41.350,38.850,0.670,0.378,0.157,0.109,1.691,0.919,0.373,0.255,0.475,0.266,0.109,0.073
41.350,38.950,0.950,0.513,0.195,0.124,2.399,1.256,0.460,0.294,0.644,0.335,0.123,0.078
41.350,39.050,1.181,0.679,0.258,0.152,2.988,1.671,0.614,0.357,0.813,0.432,0.150,0.086
41.350,39.150,1.216,0.703,0.312,0.177,3.071,1.730,0.755,0.416,0.842,0.447,0.174,0.094
41.350,39.250,1.250,0.727,0.331,0.194,3.153,1.790,0.799,0.452,0.870,0.462,0.183,0.099
41.350,39.350,1.242,0.736,0.299,0.186,3.152,1.810,0.714,0.436,0.890,0.471,0.166,0.096
41.350,39.450,1.150,0.649,0.257,0.165,2.868,1.587,0.611,0.396,0.799,0.409,0.148,0.090
41.350,39.550,0.816,0.454,0.196,0.135,2.070,1.124,0.459,0.316,0.610,0.317,0.122,0.080
41.350,39.650,0.731,0.406,0.168,0.118,1.840,0.987,0.403,0.283,0.540,0.285,0.112,0.076
41.350,39.750,0.834,0.460,0.167,0.113,2.118,1.121,0.396,0.263,0.552,0.295,0.110,0.072
41.350,39.850,1.082,0.574,0.169,0.107,2.671,1.357,0.394,0.246,0.687,0.340,0.109,0.069
41.350,39.950,0.916,0.490,0.151,0.095,2.278,1.171,0.346,0.219,0.584,0.298,0.101,0.064
41.350,40.050,0.818,0.420,0.130,0.085,2.000,0.988,0.299,0.196,0.507,0.257,0.091,0.060
41.350,40.150,0.614,0.327,0.114,0.078,1.515,0.776,0.260,0.176,0.392,0.211,0.082,0.057
41.350,40.250,0.479,0.261,0.102,0.072,1.166,0.612,0.230,0.162,0.318,0.178,0.076,0.054
41.350,40.350,0.429,0.229,0.092,0.066,1.029,0.536,0.212,0.152,0.284,0.161,0.070,0.051
41.350,40.450,0.412,0.215,0.087,0.062,0.980,0.501,0.201,0.146,0.265,0.150,0.066,0.048
41.350,40.550,0.408,0.212,0.084,0.060,0.970,0.492,0.195,0.141,0.254,0.143,0.063,0.046
41.350,40.650,0.409,0.213,0.083,0.059,0.977,0.496,0.192,0.138,0.247,0.138,0.061,0.045
41.350,40.750,0.405,0.212,0.082,0.058,0.969,0.494,0.190,0.135,0.241,0.134,0.058,0.043
41.350,40.850,0.409,0.215,0.082,0.057,0.982,0.503,0.190,0.133,0.236,0.130,0.057,0.041
41.350,40.950,0.445,0.231,0.083,0.057,1.075,0.542,0.194,0.132,0.239,0.128,0.055,0.040
41.350,41.050,0.442,0.233,0.083,0.056,1.073,0.549,0.193,0.130,0.235,0.126,0.053,0.039
41.350,41.150,0.529,0.260,0.084,0.055,1.251,0.604,0.195,0.127,0.253,0.127,0.050,0.036
41.350,41.250,0.510,0.253,0.081,0.053,1.213,0.588,0.187,0.121,0.249,0.124,0.047,0.034
41.350,41.350,0.485,0.233,0.074,0.048,1.148,0.541,0.168,0.110,0.243,0.120,0.045,0.032
41.350,41.450,0.342,0.177,0.061,0.041,0.828,0.415,0.142,0.095,0.217,0.110,0.042,0.030
41.350,41.550,0.331,0.166,0.056,0.038,0.800,0.386,0.127,0.085,0.224,0.110,0.041,0.029
41.350,41.650,0.387,0.180,0.054,0.036,0.936,0.420,0.122,0.081,0.253,0.117,0.040,0.028
41.350,41.750,0.539,0.215,0.054,0.035,1.310,0.498,0.121,0.079,0.324,0.131,0.040,0.028
41.350,41.850,0.677,0.240,0.054,0.035,1.639,0.555,0.121,0.079,0.402,0.143,0.040,0.028
41.350,41.950,0.543,0.210,0.054,0.035,1.305,0.485,0.121,0.079,0.338,0.131,0.039,0.027
41.350,42.050,0.375,0.178,0.054,0.035,0.903,0.412,0.122,0.080,0.247,0.115,0.039,0.027
41.350,42.150,0.331,0.163,0.054,0.036,0.792,0.377,0.121,0.080,0.219,0.108,0.038,0.027
41.350,42.250,0.298,0.151,0.053,0.035,0.708,0.345,0.118,0.080,0.204,0.103,0.038,0.026
41.350,42.350,0.280,0.142,0.052,0.034,0.661,0.325,0.115,0.078,0.194,0.099,0.037,0.025
41.450,36.250,0.279,0.130,0.039,0.024,0.639,0.289,0.085,0.055,0.134,0.063,0.022,0.015
41.450,36.350,0.288,0.137,0.041,0.026,0.661,0.304,0.092,0.059,0.140,0.066,0.023,0.016
41.450,36.450,0.289,0.139,0.043,0.028,0.665,0.308,0.096,0.062,0.143,0.069,0.025,0.017
41.450,36.550,0.286,0.138,0.043,0.028,0.658,0.306,0.098,0.064,0.144,0.071,0.026,0.018
41.450,36.650,0.280,0.135,0.043,0.028,0.642,0.301,0.097,0.064,0.144,0.072,0.027,0.019
41.450,36.750,0.271,0.131,0.043,0.028,0.622,0.292,0.096,0.064,0.144,0.073,0.028,0.020
41.450,36.850,0.262,0.127,0.042,0.028,0.600,0.283,0.094,0.063,0.144,0.074,0.029,0.021
41.450,36.950,0.252,0.123,0.041,0.028,0.579,0.273,0.093,0.063,0.143,0.075,0.030,0.022
41.450,37.050,0.240,0.118,0.041,0.028,0.550,0.261,0.091,0.062,0.144,0.077,0.031,0.022
41.450,37.150,0.223,0.112,0.041,0.028,0.508,0.249,0.091,0.063,0.146,0.080,0.033,0.024
41.450,37.250,0.211,0.109,0.041,0.029,0.480,0.242,0.091,0.064,0.151,0.084,0.036,0.026
41.450,37.350,0.209,0.110,0.042,0.030,0.475,0.243,0.094,0.066,0.159,0.090,0.039,0.028
41.450,37.450,0.214,0.113,0.044,0.031,0.486,0.250,0.099,0.071,0.167,0.096,0.042,0.030
41.450,37.550,0.223,0.118,0.047,0.034,0.510,0.264,0.105,0.076,0.176,0.103,0.045,0.033
