Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2 ,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2 ,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
40.650,37.250,0.170,0.083,0.033,0.024,0.381,0.181,0.071,0.052,0.145,0.082,0.035,0.025
40.650,37.350,0.173,0.085,0.035,0.025,0.387,0.187,0.076,0.055,0.152,0.087,0.037,0.027
40.650,37.450,0.178,0.089,0.037,0.027,0.400,0.197,0.080,0.058,0.160,0.092,0.040,0.028
40.650,37.550,0.186,0.095,0.040,0.029,0.419,0.210,0.086,0.063,0.169,0.099,0.042,0.030
40.650,37.650,0.196,0.102,0.043,0.032,0.443,0.226,0.095,0.070,0.180,0.106,0.046,0.033
40.650,37.750,0.209,0.111,0.048,0.035,0.476,0.247,0.105,0.077,0.191,0.113,0.050,0.036
40.650,37.850,0.227,0.122,0.053,0.039,0.520,0.274,0.115,0.084,0.203,0.120,0.053,0.038
40.650,37.950,0.251,0.137,0.059,0.043,0.579,0.309,0.130,0.095,0.217,0.128,0.057,0.040
40.650,38.050,0.285,0.157,0.067,0.049,0.659,0.355,0.151,0.110,0.234,0.139,0.061,0.043
40.650,38.150,0.332,0.185,0.079,0.057,0.782,0.422,0.178,0.130,0.258,0.152,0.066,0.047
40.650,38.250,0.418,0.230,0.098,0.072,0.998,0.533,0.222,0.162,0.292,0.168,0.074,0.053
40.650,38.350,0.519,0.289,0.120,0.087,1.265,0.675,0.279,0.205,0.339,0.193,0.082,0.058
40.650,38.450,0.671,0.359,0.144,0.105,1.665,0.853,0.328,0.238,0.429,0.229,0.092,0.064
40.650,38.550,0.846,0.432,0.162,0.115,2.099,1.031,0.377,0.270,0.530,0.272,0.103,0.069
40.650,38.650,0.753,0.431,0.180,0.127,1.914,1.055,0.423,0.299,0.516,0.285,0.112,0.075
40.650,38.750,0.990,0.562,0.219,0.148,2.476,1.363,0.519,0.342,0.682,0.353,0.129,0.082
40.650,38.850,1.151,0.666,0.264,0.172,2.918,1.639,0.621,0.408,0.814,0.426,0.150,0.091
40.650,38.950,1.256,0.722,0.292,0.184,3.165,1.771,0.685,0.432,0.909,0.472,0.164,0.098
40.650,39.050,1.210,0.707,0.281,0.184,3.079,1.734,0.658,0.434,0.860,0.458,0.161,0.100
40.650,39.150,1.071,0.613,0.260,0.180,2.695,1.520,0.619,0.428,0.783,0.414,0.157,0.101
40.650,39.250,1.091,0.627,0.268,0.184,2.741,1.555,0.634,0.435,0.798,0.428,0.161,0.103
40.650,39.350,1.137,0.670,0.308,0.196,2.882,1.644,0.732,0.456,0.819,0.446,0.180,0.105
40.650,39.450,1.107,0.657,0.297,0.189,2.812,1.613,0.698,0.441,0.797,0.440,0.172,0.102
40.650,39.550,0.922,0.543,0.231,0.158,2.325,1.326,0.555,0.374,0.672,0.369,0.145,0.091
40.650,39.650,0.736,0.418,0.179,0.125,1.816,1.010,0.422,0.296,0.530,0.293,0.118,0.080
40.650,39.750,0.525,0.307,0.140,0.102,1.299,0.742,0.321,0.231,0.414,0.239,0.104,0.072
40.650,39.850,0.476,0.267,0.117,0.085,1.167,0.635,0.271,0.198,0.369,0.215,0.092,0.065
40.650,39.950,0.436,0.238,0.105,0.077,1.063,0.565,0.236,0.172,0.335,0.196,0.084,0.060
40.650,40.050,0.402,0.220,0.096,0.071,0.971,0.518,0.219,0.159,0.304,0.177,0.079,0.056
40.650,40.150,0.436,0.235,0.095,0.067,1.060,0.556,0.218,0.154,0.289,0.168,0.075,0.054
40.650,40.250,0.537,0.275,0.095,0.063,1.285,0.643,0.221,0.146,0.292,0.166,0.072,0.051
40.650,40.350,0.530,0.276,0.091,0.058,1.278,0.648,0.214,0.132,0.279,0.159,0.068,0.048
40.650,40.450,0.519,0.269,0.087,0.054,1.251,0.634,0.205,0.122,0.268,0.153,0.065,0.045
40.650,40.550,0.506,0.261,0.083,0.051,1.221,0.617,0.196,0.115,0.258,0.147,0.062,0.043
40.650,40.650,0.491,0.252,0.079,0.048,1.186,0.597,0.187,0.110,0.249,0.141,0.059,0.041
40.650,40.750,0.476,0.243,0.077,0.046,1.149,0.576,0.179,0.106,0.241,0.136,0.057,0.040
40.650,40.850,0.461,0.235,0.074,0.044,1.114,0.557,0.171,0.102,0.235,0.131,0.055,0.038
40.650,40.950,0.448,0.227,0.071,0.042,1.082,0.537,0.164,0.097,0.230,0.127,0.053,0.037
40.650,41.050,0.437,0.221,0.067,0.040,1.053,0.520,0.157,0.092,0.228,0.124,0.050,0.034
40.650,41.150,0.429,0.215,0.063,0.038,1.030,0.502,0.147,0.086,0.232,0.122,0.047,0.032
40.650,41.250,0.419,0.205,0.057,0.035,1.010,0.477,0.132,0.080,0.245,0.121,0.043,0.030
40.650,41.350,0.480,0.209,0.052,0.032,1.186,0.489,0.118,0.074,0.300,0.126,0.039,0.027
40.650,41.450,0.750,0.271,0.047,0.030,1.827,0.625,0.108,0.068,0.448,0.150,0.036,0.024
40.650,41.550,0.785,0.276,0.045,0.028,1.890,0.634,0.102,0.064,0.493,0.153,0.034,0.023
40.650,41.650,0.488,0.204,0.043,0.028,1.196,0.470,0.098,0.062,0.317,0.122,0.033,0.022
40.650,41.750,0.341,0.160,0.042,0.027,0.827,0.368,0.094,0.060,0.230,0.103,0.032,0.022
40.650,41.850,0.291,0.140,0.041,0.027,0.689,0.319,0.092,0.060,0.196,0.093,0.031,0.021
40.650,41.950,0.274,0.132,0.041,0.027,0.645,0.301,0.092,0.060,0.181,0.088,0.030,0.021
40.650,42.050,0.277,0.131,0.042,0.028,0.647,0.298,0.093,0.062,0.174,0.085,0.030,0.021
40.750,36.150,0.304,0.145,0.042,0.025,0.702,0.321,0.093,0.058,0.138,0.060,0.019,0.012
40.750,36.250,0.307,0.147,0.043,0.026,0.711,0.326,0.096,0.060,0.140,0.061,0.019,0.013
40.750,36.350,0.306,0.147,0.043,0.027,0.708,0.325,0.096,0.060,0.140,0.062,0.020,0.013
40.750,36.450,0.300,0.144,0.042,0.026,0.693,0.318,0.094,0.059,0.138,0.062,0.020,0.014
40.750,36.550,0.290,0.137,0.040,0.025,0.667,0.305,0.090,0.057,0.135,0.062,0.021,0.014
40.750,36.650,0.272,0.128,0.038,0.024,0.624,0.285,0.084,0.054,0.130,0.062,0.022,0.015
40.750,36.750,0.247,0.116,0.035,0.022,0.564,0.255,0.078,0.051,0.124,0.062,0.023,0.016
40.750,36.850,0.217,0.103,0.032,0.021,0.491,0.226,0.072,0.048,0.122,0.063,0.024,0.017
40.750,36.950,0.196,0.093,0.031,0.021,0.439,0.204,0.068,0.047,0.123,0.065,0.026,0.019
40.750,37.050,0.182,0.087,0.031,0.022,0.408,0.190,0.068,0.048,0.130,0.072,0.029,0.021
40.750,37.150,0.175,0.084,0.032,0.023,0.392,0.184,0.069,0.050,0.137,0.077,0.032,0.023
40.750,37.250,0.174,0.084,0.033,0.024,0.389,0.185,0.072,0.053,0.145,0.082,0.035,0.025
40.750,37.350,0.176,0.087,0.035,0.026,0.396,0.191,0.076,0.055,0.152,0.087,0.038,0.027
40.750,37.450,0.182,0.091,0.038,0.028,0.409,0.200,0.081,0.059,0.160,0.092,0.040,0.029
40.750,37.550,0.190,0.096,0.040,0.029,0.428,0.213,0.087,0.064,0.169,0.099,0.043,0.031
40.750,37.650,0.200,0.104,0.043,0.032,0.452,0.229,0.095,0.070,0.179,0.106,0.046,0.033
40.750,37.750,0.213,0.112,0.048,0.035,0.484,0.250,0.105,0.077,0.190,0.112,0.050,0.036
40.750,37.850,0.230,0.123,0.053,0.039,0.526,0.276,0.115,0.084,0.202,0.119,0.053,0.038
40.750,37.950,0.252,0.138,0.059,0.042,0.582,0.310,0.130,0.095,0.216,0.127,0.056,0.040
40.750,38.050,0.283,0.156,0.067,0.048,0.656,0.353,0.150,0.109,0.232,0.138,0.060,0.043
40.750,38.150,0.324,0.181,0.078,0.056,0.763,0.415,0.174,0.127,0.254,0.150,0.066,0.047
40.750,38.250,0.387,0.218,0.093,0.068,0.925,0.503,0.213,0.156,0.286,0.165,0.073,0.053
40.750,38.350,0.499,0.279,0.116,0.084,1.217,0.650,0.267,0.197,0.330,0.189,0.081,0.057
40.750,38.450,0.639,0.348,0.140,0.102,1.592,0.828,0.319,0.231,0.408,0.223,0.090,0.063
40.750,38.550,0.790,0.407,0.155,0.111,1.949,0.966,0.356,0.256,0.494,0.257,0.100,0.068
40.750,38.650,0.689,0.391,0.164,0.117,1.743,0.945,0.387,0.278,0.474,0.264,0.107,0.073
40.750,38.750,0.808,0.455,0.189,0.130,2.045,1.122,0.443,0.306,0.583,0.308,0.118,0.078
40.750,38.850,1.075,0.601,0.232,0.155,2.684,1.471,0.558,0.364,0.764,0.388,0.138,0.086
40.750,38.950,1.217,0.708,0.276,0.178,3.091,1.733,0.645,0.420,0.864,0.454,0.156,0.096
40.750,39.050,1.224,0.708,0.299,0.188,3.085,1.737,0.704,0.442,0.876,0.462,0.170,0.101
40.750,39.150,1.158,0.680,0.285,0.188,2.950,1.683,0.669,0.442,0.836,0.451,0.166,0.103
40.750,39.250,1.105,0.649,0.285,0.190,2.802,1.617,0.667,0.446,0.810,0.440,0.167,0.104
40.750,39.350,1.184,0.699,0.326,0.199,3.000,1.720,0.784,0.465,0.840,0.460,0.189,0.106
40.750,39.450,1.171,0.696,0.299,0.190,2.972,1.715,0.705,0.444,0.828,0.459,0.172,0.102
40.750,39.550,0.930,0.540,0.229,0.159,2.333,1.317,0.553,0.375,0.661,0.360,0.142,0.091
40.750,39.650,0.768,0.424,0.178,0.125,1.875,1.022,0.421,0.296,0.529,0.291,0.118,0.079
40.750,39.750,0.569,0.323,0.143,0.103,1.406,0.782,0.327,0.234,0.422,0.243,0.104,0.072
40.750,39.850,0.551,0.294,0.119,0.086,1.341,0.696,0.278,0.201,0.392,0.223,0.094,0.065
40.750,39.950,0.545,0.266,0.106,0.077,1.305,0.624,0.241,0.174,0.375,0.206,0.085,0.060
40.750,40.050,0.412,0.224,0.096,0.071,0.997,0.528,0.220,0.160,0.307,0.179,0.079,0.056
40.750,40.150,0.418,0.229,0.095,0.067,1.017,0.544,0.218,0.155,0.287,0.168,0.075,0.054
40.750,40.250,0.563,0.288,0.099,0.065,1.344,0.672,0.227,0.149,0.298,0.168,0.073,0.052
40.750,40.350,0.560,0.293,0.096,0.060,1.349,0.688,0.223,0.138,0.287,0.162,0.070,0.048
40.750,40.450,0.548,0.286,0.091,0.056,1.319,0.673,0.215,0.128,0.276,0.156,0.066,0.046
40.750,40.550,0.532,0.277,0.087,0.053,1.283,0.652,0.207,0.120,0.266,0.150,0.063,0.044
40.750,40.650,0.514,0.267,0.083,0.050,1.241,0.629,0.198,0.115,0.256,0.145,0.060,0.042
40.750,40.750,0.496,0.255,0.080,0.048,1.198,0.604,0.189,0.110,0.247,0.139,0.058,0.040
40.750,40.850,0.477,0.244,0.077,0.046,1.153,0.579,0.179,0.106,0.240,0.133,0.056,0.039
40.750,40.950,0.459,0.234,0.074,0.044,1.111,0.556,0.171,0.101,0.233,0.129,0.053,0.037
40.750,41.050,0.444,0.226,0.070,0.042,1.073,0.534,0.163,0.096,0.230,0.125,0.051,0.035
40.750,41.150,0.434,0.219,0.065,0.040,1.046,0.515,0.153,0.090,0.232,0.122,0.047,0.033
40.750,41.250,0.425,0.210,0.060,0.037,1.024,0.490,0.139,0.083,0.242,0.121,0.044,0.030
40.750,41.350,0.433,0.201,0.054,0.033,1.072,0.471,0.123,0.076,0.274,0.120,0.039,0.027
40.750,41.450,0.662,0.248,0.049,0.031,1.632,0.580,0.112,0.071,0.400,0.142,0.037,0.025
40.750,41.550,0.823,0.292,0.046,0.029,2.004,0.670,0.106,0.066,0.504,0.160,0.036,0.024
40.750,41.650,0.608,0.233,0.045,0.028,1.492,0.543,0.102,0.064,0.391,0.136,0.034,0.023
40.750,41.750,0.391,0.176,0.043,0.028,0.944,0.408,0.098,0.063,0.258,0.111,0.033,0.022
40.750,41.850,0.317,0.152,0.043,0.028,0.762,0.347,0.096,0.062,0.213,0.099,0.032,0.022
40.750,41.950,0.290,0.140,0.042,0.028,0.686,0.318,0.096,0.062,0.192,0.092,0.031,0.022
40.750,42.050,0.282,0.135,0.043,0.028,0.661,0.307,0.096,0.063,0.181,0.088,0.031,0.021
40.750,42.150,0.282,0.133,0.043,0.029,0.657,0.302,0.097,0.064,0.175,0.086,0.031,0.021
40.850,36.150,0.306,0.146,0.042,0.026,0.708,0.323,0.094,0.058,0.139,0.061,0.019,0.012
40.850,36.250,0.311,0.149,0.043,0.027,0.720,0.330,0.098,0.061,0.142,0.062,0.020,0.013
40.850,36.350,0.310,0.149,0.044,0.027,0.719,0.331,0.099,0.061,0.143,0.063,0.020,0.014
40.850,36.450,0.305,0.147,0.043,0.027,0.705,0.324,0.097,0.061,0.141,0.063,0.021,0.014
40.850,36.550,0.295,0.141,0.042,0.026,0.680,0.311,0.093,0.059,0.138,0.064,0.022,0.015
40.850,36.650,0.281,0.132,0.039,0.025,0.644,0.294,0.087,0.056,0.134,0.063,0.023,0.016
40.850,36.750,0.259,0.121,0.037,0.023,0.593,0.269,0.081,0.053,0.128,0.063,0.023,0.016
40.850,36.850,0.232,0.109,0.034,0.022,0.527,0.239,0.076,0.050,0.124,0.063,0.024,0.017
40.850,36.950,0.202,0.097,0.032,0.022,0.455,0.212,0.071,0.048,0.124,0.066,0.026,0.019
40.850,37.050,0.186,0.089,0.032,0.022,0.417,0.196,0.070,0.049,0.129,0.071,0.029,0.021
40.850,37.150,0.178,0.086,0.032,0.023,0.400,0.189,0.071,0.051,0.137,0.077,0.032,0.023
40.850,37.250,0.177,0.086,0.034,0.024,0.397,0.189,0.074,0.053,0.145,0.082,0.035,0.025
40.850,37.350,0.180,0.089,0.036,0.026,0.403,0.195,0.077,0.056,0.152,0.087,0.038,0.027
40.850,37.450,0.185,0.093,0.038,0.028,0.417,0.204,0.082,0.060,0.160,0.093,0.040,0.029
40.850,37.550,0.194,0.098,0.041,0.030,0.437,0.217,0.088,0.064,0.169,0.099,0.043,0.031
40.850,37.650,0.204,0.105,0.044,0.032,0.462,0.233,0.096,0.071,0.179,0.106,0.046,0.033
40.850,37.750,0.217,0.114,0.048,0.035,0.494,0.254,0.106,0.077,0.190,0.112,0.050,0.036
40.850,37.850,0.233,0.125,0.053,0.039,0.535,0.280,0.116,0.084,0.202,0.119,0.053,0.038
40.850,37.950,0.255,0.139,0.059,0.042,0.589,0.313,0.130,0.095,0.215,0.127,0.056,0.040
40.850,38.050,0.284,0.157,0.066,0.048,0.659,0.355,0.150,0.108,0.231,0.137,0.060,0.043
40.850,38.150,0.322,0.180,0.077,0.056,0.758,0.413,0.172,0.125,0.252,0.149,0.065,0.047
40.850,38.250,0.378,0.214,0.091,0.066,0.905,0.494,0.209,0.152,0.282,0.164,0.073,0.052
40.850,38.350,0.488,0.274,0.114,0.082,1.191,0.638,0.260,0.191,0.324,0.186,0.080,0.057
40.850,38.450,0.632,0.344,0.136,0.098,1.577,0.817,0.313,0.226,0.401,0.219,0.089,0.062
40.850,38.550,0.773,0.398,0.149,0.107,1.912,0.942,0.342,0.245,0.474,0.249,0.097,0.066
40.850,38.650,0.678,0.374,0.154,0.110,1.715,0.904,0.357,0.256,0.458,0.254,0.104,0.070
40.850,38.750,0.744,0.410,0.167,0.117,1.864,0.997,0.400,0.281,0.539,0.288,0.112,0.076
40.850,38.850,0.948,0.514,0.203,0.138,2.383,1.256,0.474,0.322,0.704,0.349,0.127,0.082
40.850,38.950,1.116,0.631,0.250,0.166,2.806,1.555,0.596,0.399,0.803,0.411,0.148,0.092
40.850,39.050,1.274,0.745,0.292,0.186,3.229,1.832,0.687,0.437,0.906,0.485,0.166,0.100
40.850,39.150,1.258,0.739,0.310,0.194,3.190,1.817,0.742,0.454,0.892,0.480,0.179,0.104
40.850,39.250,1.171,0.701,0.298,0.195,2.996,1.743,0.710,0.456,0.849,0.467,0.174,0.105
40.850,39.350,1.226,0.728,0.338,0.200,3.112,1.788,0.807,0.467,0.857,0.471,0.194,0.105
40.850,39.450,1.210,0.722,0.303,0.190,3.074,1.774,0.720,0.443,0.840,0.467,0.173,0.101
40.850,39.550,0.952,0.547,0.229,0.158,2.382,1.332,0.552,0.373,0.667,0.359,0.141,0.089
40.850,39.650,0.705,0.405,0.175,0.124,1.770,0.983,0.416,0.294,0.515,0.287,0.117,0.079
40.850,39.750,0.633,0.348,0.145,0.104,1.572,0.837,0.333,0.235,0.451,0.253,0.105,0.071
40.850,39.850,0.673,0.334,0.123,0.087,1.632,0.790,0.287,0.204,0.445,0.239,0.095,0.065
40.850,39.950,0.569,0.281,0.108,0.078,1.366,0.658,0.247,0.177,0.381,0.210,0.086,0.060
40.850,40.050,0.416,0.228,0.098,0.072,1.008,0.538,0.223,0.162,0.309,0.180,0.079,0.057
40.850,40.150,0.423,0.232,0.096,0.069,1.027,0.550,0.221,0.156,0.288,0.168,0.076,0.054
40.850,40.250,0.591,0.301,0.103,0.067,1.413,0.703,0.234,0.154,0.305,0.171,0.074,0.052
40.850,40.350,0.590,0.308,0.101,0.063,1.424,0.725,0.233,0.146,0.297,0.166,0.071,0.049
40.850,40.450,0.577,0.302,0.096,0.059,1.394,0.712,0.225,0.135,0.286,0.160,0.067,0.047
40.850,40.550,0.561,0.294,0.092,0.055,1.353,0.691,0.217,0.127,0.275,0.154,0.064,0.044
40.850,40.650,0.543,0.284,0.088,0.053,1.308,0.666,0.209,0.121,0.265,0.148,0.061,0.043
40.850,40.750,0.522,0.271,0.084,0.051,1.259,0.638,0.201,0.116,0.256,0.142,0.059,0.041
40.850,40.850,0.499,0.257,0.080,0.048,1.205,0.608,0.190,0.111,0.246,0.136,0.056,0.039
40.850,40.950,0.477,0.245,0.077,0.046,1.153,0.580,0.180,0.106,0.239,0.131,0.054,0.038
40.850,41.050,0.458,0.234,0.073,0.044,1.107,0.556,0.170,0.101,0.233,0.127,0.051,0.036
40.850,41.150,0.443,0.225,0.068,0.041,1.071,0.531,0.159,0.094,0.233,0.123,0.048,0.033
40.850,41.250,0.425,0.213,0.062,0.038,1.024,0.498,0.146,0.087,0.236,0.119,0.044,0.030
40.850,41.350,0.392,0.193,0.056,0.035,0.958,0.454,0.129,0.080,0.249,0.116,0.040,0.028
40.850,41.450,0.556,0.223,0.051,0.032,1.361,0.523,0.117,0.074,0.337,0.131,0.038,0.026
40.850,41.550,0.790,0.286,0.048,0.030,1.922,0.656,0.110,0.069,0.473,0.157,0.037,0.025
40.850,41.650,0.743,0.268,0.046,0.029,1.795,0.618,0.105,0.066,0.473,0.151,0.036,0.024
40.850,41.750,0.482,0.205,0.045,0.029,1.181,0.472,0.103,0.065,0.311,0.123,0.035,0.023
40.850,41.850,0.360,0.167,0.044,0.029,0.870,0.387,0.101,0.064,0.238,0.107,0.034,0.023
40.850,41.950,0.311,0.149,0.044,0.029,0.742,0.340,0.099,0.064,0.206,0.097,0.033,0.022
40.850,42.050,0.291,0.140,0.044,0.029,0.685,0.318,0.099,0.065,0.189,0.092,0.032,0.022
40.850,42.150,0.284,0.135,0.044,0.029,0.664,0.308,0.100,0.066,0.181,0.089,0.032,0.022
40.850,42.250,0.276,0.132,0.044,0.030,0.644,0.300,0.100,0.067,0.175,0.087,0.031,0.022
40.950,36.250,0.312,0.150,0.043,0.027,0.722,0.331,0.098,0.061,0.143,0.063,0.020,0.013
40.950,36.350,0.312,0.150,0.044,0.027,0.723,0.333,0.100,0.062,0.144,0.064,0.021,0.014
40.950,36.450,0.307,0.148,0.044,0.027,0.711,0.327,0.098,0.062,0.143,0.065,0.021,0.015
40.950,36.550,0.298,0.143,0.042,0.027,0.687,0.315,0.095,0.060,0.140,0.065,0.022,0.015
40.950,36.650,0.285,0.135,0.040,0.026,0.653,0.299,0.090,0.058,0.136,0.065,0.023,0.016
40.950,36.750,0.265,0.125,0.038,0.024,0.608,0.277,0.084,0.055,0.131,0.064,0.024,0.017
40.950,36.850,0.241,0.113,0.035,0.023,0.550,0.249,0.078,0.053,0.127,0.065,0.025,0.018
40.950,36.950,0.208,0.100,0.033,0.022,0.469,0.219,0.074,0.050,0.125,0.066,0.027,0.019
40.950,37.050,0.190,0.092,0.032,0.022,0.427,0.203,0.072,0.050,0.128,0.069,0.028,0.020
40.950,37.150,0.182,0.089,0.033,0.023,0.408,0.195,0.073,0.052,0.136,0.076,0.032,0.023
40.950,37.250,0.180,0.088,0.034,0.025,0.404,0.194,0.075,0.054,0.144,0.081,0.035,0.025
40.950,37.350,0.183,0.091,0.036,0.026,0.411,0.200,0.079,0.057,0.152,0.087,0.038,0.027
40.950,37.450,0.189,0.095,0.039,0.028,0.425,0.209,0.083,0.061,0.160,0.093,0.040,0.029
40.950,37.550,0.198,0.100,0.041,0.030,0.446,0.222,0.090,0.065,0.169,0.100,0.043,0.031
40.950,37.650,0.208,0.107,0.044,0.032,0.472,0.238,0.098,0.072,0.179,0.106,0.046,0.033
40.950,37.750,0.221,0.116,0.049,0.036,0.505,0.259,0.107,0.078,0.190,0.112,0.050,0.036
40.950,37.850,0.238,0.127,0.054,0.039,0.547,0.286,0.117,0.085,0.202,0.119,0.053,0.038
40.950,37.950,0.259,0.142,0.059,0.043,0.600,0.318,0.131,0.096,0.215,0.127,0.056,0.040
40.950,38.050,0.289,0.160,0.067,0.048,0.673,0.362,0.151,0.109,0.232,0.137,0.060,0.043
40.950,38.150,0.328,0.184,0.077,0.056,0.779,0.422,0.173,0.125,0.254,0.150,0.065,0.047
40.950,38.250,0.387,0.218,0.091,0.066,0.928,0.505,0.210,0.152,0.284,0.164,0.072,0.052
40.950,38.350,0.489,0.275,0.113,0.082,1.197,0.642,0.259,0.189,0.324,0.185,0.080,0.057
40.950,38.450,0.627,0.341,0.134,0.096,1.566,0.811,0.308,0.222,0.394,0.216,0.088,0.061
40.950,38.550,0.823,0.403,0.146,0.104,2.029,0.952,0.332,0.237,0.490,0.249,0.095,0.065
40.950,38.650,0.720,0.380,0.149,0.106,1.803,0.913,0.343,0.244,0.461,0.252,0.102,0.069
40.950,38.750,0.706,0.389,0.158,0.111,1.767,0.941,0.373,0.261,0.501,0.273,0.109,0.074
40.950,38.850,0.858,0.463,0.183,0.126,2.163,1.135,0.435,0.299,0.630,0.321,0.120,0.079
40.950,38.950,1.093,0.604,0.234,0.156,2.714,1.476,0.565,0.370,0.780,0.390,0.141,0.088
40.950,39.050,1.156,0.667,0.274,0.179,2.926,1.649,0.646,0.424,0.835,0.437,0.158,0.097
40.950,39.150,1.311,0.779,0.306,0.193,3.336,1.916,0.732,0.452,0.933,0.505,0.176,0.103
40.950,39.250,1.284,0.764,0.320,0.199,3.264,1.875,0.781,0.464,0.906,0.493,0.186,0.105
40.950,39.350,1.257,0.748,0.355,0.200,3.192,1.834,0.839,0.468,0.882,0.482,0.203,0.104
40.950,39.450,1.205,0.730,0.297,0.186,3.096,1.793,0.702,0.437,0.845,0.468,0.168,0.099
40.950,39.550,0.981,0.558,0.229,0.156,2.444,1.355,0.554,0.370,0.679,0.360,0.140,0.088
40.950,39.650,0.720,0.411,0.175,0.123,1.813,1.002,0.417,0.293,0.523,0.290,0.117,0.078
40.950,39.750,0.752,0.391,0.148,0.104,1.839,0.930,0.342,0.238,0.504,0.271,0.106,0.071
40.950,39.850,0.729,0.361,0.127,0.089,1.761,0.851,0.297,0.208,0.480,0.250,0.097,0.065
40.950,39.950,0.505,0.275,0.111,0.080,1.234,0.648,0.254,0.181,0.359,0.207,0.087,0.060
40.950,40.050,0.416,0.231,0.100,0.074,1.007,0.546,0.228,0.165,0.310,0.181,0.080,0.057
40.950,40.150,0.422,0.232,0.097,0.070,1.022,0.549,0.222,0.158,0.290,0.169,0.076,0.054
40.950,40.250,0.593,0.297,0.103,0.069,1.404,0.689,0.235,0.157,0.307,0.171,0.074,0.053
40.950,40.350,0.597,0.307,0.104,0.066,1.430,0.718,0.237,0.152,0.299,0.166,0.071,0.050
40.950,40.450,0.603,0.313,0.101,0.062,1.454,0.737,0.233,0.144,0.295,0.162,0.068,0.047
40.950,40.550,0.589,0.307,0.097,0.059,1.423,0.725,0.227,0.136,0.285,0.157,0.065,0.045
40.950,40.650,0.574,0.300,0.094,0.057,1.384,0.707,0.221,0.130,0.277,0.152,0.062,0.043
40.950,40.750,0.554,0.289,0.090,0.054,1.333,0.678,0.213,0.124,0.266,0.146,0.060,0.042
40.950,40.850,0.526,0.273,0.085,0.052,1.269,0.643,0.203,0.118,0.255,0.140,0.057,0.040
40.950,40.950,0.501,0.259,0.081,0.049,1.210,0.611,0.191,0.112,0.246,0.134,0.055,0.038
40.950,41.050,0.479,0.246,0.077,0.046,1.157,0.582,0.179,0.107,0.239,0.129,0.053,0.036
40.950,41.150,0.460,0.235,0.073,0.044,1.112,0.556,0.168,0.101,0.235,0.125,0.049,0.034
40.950,41.250,0.440,0.222,0.066,0.040,1.062,0.521,0.154,0.093,0.233,0.118,0.044,0.030
40.950,41.350,0.386,0.198,0.059,0.037,0.941,0.463,0.137,0.085,0.237,0.115,0.041,0.028
40.950,41.450,0.460,0.205,0.054,0.034,1.138,0.480,0.122,0.078,0.290,0.123,0.039,0.027
40.950,41.550,0.694,0.258,0.050,0.032,1.705,0.600,0.114,0.073,0.418,0.147,0.038,0.026
40.950,41.650,0.819,0.292,0.048,0.030,1.990,0.670,0.109,0.069,0.498,0.161,0.037,0.025
40.950,41.750,0.652,0.245,0.047,0.030,1.595,0.569,0.106,0.067,0.415,0.142,0.036,0.024
40.950,41.850,0.435,0.190,0.046,0.030,1.063,0.439,0.105,0.067,0.282,0.117,0.035,0.024
40.950,41.950,0.340,0.160,0.046,0.029,0.820,0.369,0.104,0.067,0.225,0.104,0.034,0.023
40.950,42.050,0.302,0.146,0.045,0.030,0.716,0.332,0.103,0.067,0.199,0.096,0.033,0.023
40.950,42.150,0.289,0.139,0.045,0.030,0.678,0.316,0.103,0.068,0.187,0.092,0.033,0.023
40.950,42.250,0.279,0.134,0.045,0.030,0.652,0.305,0.103,0.069,0.179,0.089,0.032,0.022
41.050,36.250,0.310,0.148,0.043,0.027,0.717,0.328,0.097,0.060,0.142,0.063,0.020,0.014
41.050,36.350,0.311,0.149,0.044,0.028,0.720,0.331,0.099,0.062,0.144,0.065,0.021,0.014
41.050,36.450,0.307,0.148,0.044,0.028,0.709,0.327,0.099,0.063,0.144,0.066,0.022,0.015
41.050,36.550,0.298,0.143,0.043,0.027,0.687,0.316,0.096,0.061,0.141,0.066,0.023,0.016
41.050,36.650,0.285,0.136,0.041,0.026,0.655,0.301,0.092,0.059,0.138,0.066,0.024,0.016
41.050,36.750,0.268,0.127,0.039,0.025,0.616,0.282,0.087,0.057,0.134,0.066,0.025,0.017
41.050,36.850,0.246,0.116,0.037,0.024,0.564,0.257,0.081,0.054,0.130,0.066,0.026,0.018
41.050,36.950,0.216,0.104,0.035,0.023,0.489,0.229,0.077,0.053,0.128,0.067,0.027,0.019
41.050,37.050,0.195,0.095,0.033,0.023,0.440,0.210,0.075,0.052,0.129,0.070,0.029,0.021
41.050,37.150,0.185,0.091,0.034,0.024,0.417,0.201,0.075,0.053,0.137,0.076,0.032,0.023
41.050,37.250,0.183,0.091,0.035,0.025,0.411,0.200,0.077,0.055,0.144,0.081,0.035,0.025
41.050,37.350,0.186,0.093,0.037,0.027,0.418,0.205,0.080,0.058,0.152,0.087,0.038,0.027
41.050,37.450,0.192,0.097,0.039,0.028,0.433,0.214,0.085,0.062,0.161,0.093,0.041,0.029
41.050,37.550,0.201,0.103,0.042,0.030,0.455,0.227,0.091,0.067,0.170,0.100,0.043,0.031
